URL,Nom,Type,Departement,Ville,Cap été,Cap hiver,Cheminée,Bois,Eau,Couchage,Rando
Details,refugio de ezcaurre,Cabane ouverte,Aragon,Ans,,,,Non,,,ibon de ezcaurre
Details,cabane de brouquenat d en haut,Cabane ouverte,Ariège,Gestiès,4,4,Oui,,Oui,Mezzanine,etangs peyregrand blaou redouneilles llassies andorre
Details,refugio forestal jaume farre,Cabane ouverte,Catalonia,Setcases,,,Oui,Oui,Oui,,costabone serra de la balmeta
Details,orri clot de sant pere,"Orri, Toue, abri en pierre",Catalonia,Llanars,,,,,,,puig de les agudes 1974m torrent de pallerols
Details,cabana del roures,"Orri, Toue, abri en pierre",Catalonia,Moll,,,non,,,Sol,puig de l artiga del rei coll pregon
Details,cabane de monzarro,Cabane ouverte,Aragon,Gista,0 ou 4,4,Oui (fume au démarrage),Non,Oui,1 lit avec matelas + 3 places,hrp punta suelza
Details,cabane forestiere de gaffouil garfouil,Cabane ouverte,Ariège,Auzat,4,4,Oui,Oui,Oui,Bas Flancs (bois),orris de belcaire marc
Details,cabane de estany forcat,Cabane ouverte,Andorre,La Massana,2,2,,,,,medecourbe coma pedrosa
Details,abri dels estanys forcats,Cabane ouverte,Andorre,La Massana,6,6,,,,6 places sur matelas de mousse,
Details,cabana de parros,Cabane ouverte,Catalonia,Naut Aran,0 ou 4,0 ou 4,,Oui,Oui,,montgarri tuc de parros tauletes d es palhers cap des closos tuc deth miei
Details,refuge de viados,"Refuge gardé l'été, partie hivernal",Aragon,Gista,75,6,,,,,schrader postes gr11 hrp
Details,refuge du col de grail,Refuge gardé toute l'année,Ariège,Sem,14,14,,Oui,,Lit,pic de garbie de bresoul pique d endron
Details,caseta foya barcal acherito,Cabane ouverte,Aragon,Ans,4,4,,Non,,2 bas flancs,ibon acherito pic d ansbere pic de petrageme
Details,cabane de rabiet,Cabane ouverte,Haute-Pyrénées,Luz-Saint-Sauveur,8,8,Oui,Pas de bois à proximité,Oui,,lac tourrat pic de bugarret pale de crabounouse
Details,cabane du bouchidet,Cabane ouverte,Haute-Pyrénées,Hèches,6-8,6-8,oui,oui,oui,,
Details,refuge du cap de long,Cabane ouverte,Haute-Pyrénées,Aragnouet,8,8,,Oui,Oui,bas flancs,neouvielle campbiell et pic long pic d estaragne hourquette de cap de long
Details,cabana del sarrau,Cabane ouverte,Aragon,Gista,2,2,non,non,Non,sol sale (prévoir une bâche),bachimale depuis biados ou tabernes
Details,cabane de culrueba,Cabane ouverte,Aragon,Gista,2,0,non,,,sol sale (prévoir une bâche),puerto de la pez puerto de la madera cuello de la senal de biados
Details,cayolar zingolatze,Cabane ouverte,Pyrénées-Atlantique,Larrau,12,12,Oui,Oui,Oui,,i
Details,cabane du courrau d artigue,Cabane ouverte,Haute-Garonne,Fos,8,8,Oui,Oui,Oui,Lits + Mezzanine,cap de la pique pic de la soulere
Details,cabane de salountere vieille,Cabane ouverte,Haute-Garonne,Fos,6,6,Oui,Oui,Oui,6 couchettes,cap de la pique pic de la soulere
Details,cabane des lannes port de salau,Cabane ouverte,Ariège,Couflens,8,8,Oui,Non,Oui,"8 places, certaines courtes si",port de salau pic montaud
Details,cabane pouill,Cabane ouverte,Ariège,Couflens,8,8,,,Oui,bas flancs,boucle vers le pic de portanech
Details,cabane de la fontaine saint martin,Cabane ouverte,Ariège,Génat,,,,Oui,Oui,,
Details,cabane de coumayret,Cabane ouverte,Ariège,Montferrier,2,2,Oui,,,2,etangs des truites et du diable st barthelemy
Details,refugio las foyas archerito,Cabane ouverte,Aragon,Ans,?,?,,,,,ibon d acherito collada o palo hrp gr65 3 3
Details,cabane serrat del freser,Cabane ouverte,Pyrénées-Orientales,Enveitg,8,8,,Oui,Oui,0,tour du carlit
Details,abri pastoral du ventaillou,Cabane férmée,Ariège,Bonac-Irazein,,,,,,,
Details,abri kondendiagako lepoa,Cabane ouverte,Navarre,Bera/Vera de Bidasoa,0,0,non,oui,?,non,la rhune
Details,cabane de l estaque,Cabane férmée,Haute-Pyrénées,Ardengost,,,,,,,
Details,cabane du cot de yeous,Cabane férmée,Haute-Pyrénées,Saligos,,,,,,,
Details,cabane pastorale descouloubre,Cabane férmée,Aude,Le Bousquet,0,0,,,,,
Details,refuge de goriz,Refuge gardé toute l'année,Aragon,Fanlo,96,96,,,Oui,,mont perdu cylindre du marbore
Details,cabane du cap de la coume,Ruine,Haute-Garonne,Melles,0,0,,,,,
Details,refuge de la rencluse,"Refuge gardé l'été, partie hivernal",Aragon,Benasque,92,92,,,Oui,,hrp
Details,cabane de basa del clot,Cabane ouverte,Aragon,San Juan de Plan,2,2,Oui,Oui,Oui,,les posets
Details,cabane puyarueso,Cabane ouverte,Aragon,Gista,1,1,Oui,Non,Oui,Bas Flancs (bois),hrp gr11 port daigues tortes et port de gistain
Details,abri pinatell,Cabane ouverte,Pyrénées-Orientales,Valmanya,6,10,Oui,Oui,Oui,,gr10 hrp
Details,abri de l estany de la pradella,Cabane ouverte,Pyrénées-Orientales,Font-Romeu-Odeillo-Via,4,4,Oui,Oui,Oui,2 lits,le lac des bouillouse
Details,refuge des camporells,"Refuge gardé l'été, partie hivernal",Pyrénées-Orientales,Formiguères,19,?,,,Oui,19 PLACES bat-flanc avec couve,pic perictour du capcir tour des perics
Details,cabana deth uelh deth garona,Cabane ouverte,Catalonia,Naut Aran,4,4,Oui,Non,Oui,2 (lit) + 2 (sol),
Details,cabane de saucede clot du laun,Cabane ouverte,Haute-Pyrénées,Arrens-Marsous,2,2,non,Non,Oui,1 sommier sans matelas + sol (,gr10 entre gourette et arrens marsous
Details,refuge de l etang d izourt,"Refuge gardé l'été, partie hivernal",Ariège,Auzat,10,10,,,Oui,,pic de l etang fourcat pic de malcaras pic de l aspre pic tristagne gr10
Details,refuge d estos,"Refuge gardé l'été, partie hivernal",Aragon,Benasque,115,115,,,Oui,,pics schrader gourgs blancs clarabide posets hrp gr11
Details,refuge du cap de llauset,"Refuge gardé l'été, partie hivernal",Aragon,Montanuy,30,30,,,,,pics vallivierna pic russel
Details,refuge de linza,Refuge gardé toute l'année,Aragon,Ans,110,110,,,,,
Details,cabane de lauzes,Cabane ouverte mais ocupée par le berger l'été,Ariège,Auzat,0,0,,,,,pic de malcaras et de l etang fourcat
Details,abri du cimetierre anglo canadien de douly,Cabane ouverte,Haute-Pyrénées,Sacoué,2,2,,,,NON,pic douly cimetierre anglo canadien
Details,hotel casa de piedra,"Refuge gardé l'été, partie hivernal",Aragon,Panticosa,108,108,,,Oui,,
Details,refugio de los ibones de bachimana,Refuge gardé toute l'année,Aragon,Panticosa,80,80,,,,Chambres de 4 à 12 places.,gr11 la grande fache
Details,courtaou de nourre,Ruine,Haute-Pyrénées,Campan,0,0,,,,,lacs de binaros col d arizes
Details,cabane escalac,Cabane férmée,Pyrénées-Atlantique,Castet,0,,,,,,moulle de jaut tour vallee ossau
Details,cabane salode,Cabane ouverte,Haute-Garonne,Gouaux-de-Luchon,20,20,Oui,Oui,Oui,Plancher,pic bacanere pic du burat attention aux pentes qui descendent du burat depart de tres grosses avalanches 1 mort cet annee passer de preference sur l
Details,refuge de dona pa,Cabane ouverte,Pyrénées-Orientales,Thuès-Entre-Valls,9,9,Poêle à bois,Oui,Source à 5min difficilement tr,,gorges de la caranca
Details,cabane du col des cos,Cabane ouverte mais ocupée par le berger l'été,Ariège,Sentein,0,5,Oui,Oui,Oui,"5 places, dont 3 sur matelas",pic de l har gr 10 grp vers sentein
Details,cabane de garsan,Cabane ouverte,Ariège,Aston,4,4,Oui,,Oui,béton,pic de rhule etangs de fontargente etang de joclar
Details,cabane du cap de la prade,Cabane ouverte,Haute-Garonne,Benque-Dessous-et-Dessus,2,2,non,oui,oui,oui,
Details,cabane bastard,Cabane ouverte,Ariège,Le Port,3,3,Oui,"Du bois à proximité, à côté de",,Nada,etang de lers 3 seigneurs par col de rose
Details,cabane peyrehitte,Cabane ouverte,Haute-Garonne,Artigue,4,4,Oui,non,pas en hiver.,2 de 2 places.,plan montmajou bacanere gr10
Details,cabane du herran hosce,Cabane ouverte,Haute-Garonne,Montauban-de-Luchon,2,2,Oui,Oui,Oui,bat-flanc en mezzanine pour 2-,tuc de poujastou
Details,cabane de la soulas,Cabane ouverte mais ocupée par le berger l'été,Ariège,Seix,0,4,Oui,Oui,Oui,,pic lasirouge en ete tuc de rase cournard en hiver
Details,cabane d auruzan,Cabane ouverte mais ocupée par le berger l'été,Ariège,Siguer,2,2,,,,Matelas,etang de gnioure pic de font blanca pic des redouneilles boucle des etangs brouquenat peyregrand redouneilles des brebis et neych
Details,cabane de neych,Cabane ouverte mais ocupée par le berger l'été,Ariège,Siguer,5,5,,,,"Matelas, 4, 6 en se tassant.",pic des redouneilles boucle des etangs brouquenat peyregrand redouneilles des brebiset neych
Details,refuge d anglios,Cabane ouverte,Aragon,Montanuy,6,6,,,Oui,oui,russel ballibierna via le refuge de cap de llauset
Details,refuge ernest mallafre,"Refuge gardé l'été, partie hivernal",Catalonia,Espot,28,0,,Oui,Oui,,gran encantat peguera gran tuc de colomers subenuix
Details,refuge de coronas pescadores vallivierna,Cabane ouverte,Aragon,Benasque,12,12,Oui,Oui,Oui,bas flancs,
Details,cabane de quillon,Cabane ouverte,Aragon,Benasque,2,2,,,,Deux lits superposés avec 1 se,gr11 hrp aneto vallivierna
Details,cabane du cllot de chill,Cabane ouverte,Aragon,Sah,3,3,Oui,Oui,Oui,,posets
Details,refuge de conangles,Cabane ouverte,Catalonia,Vielha e Mijaran,36,36,,,,,
Details,cabane de santa ana,Cabane ouverte,Aragon,Benasque,6,6,Oui,Oui,Oui,,le tour batizielles perramo refuge angel forcau vers posets situee sur gr11 vriante hrp
Details,cabane du lac bleu,Cabane ouverte,Haute-Pyrénées,Bagnères-de-Bigorre,0,0,,,,,
Details,orri de bacivers,"Orri, Toue, abri en pierre",Pyrénées-Orientales,Fontpédrouse,2,0,Non,Non,,,
Details,cabane cure det cam,Cabane férmée,Pyrénées-Atlantique,Aydius,2,2,non,,Oui,,pic lasneres
Details,cabane d artigusse,Cabane férmée,Haute-Pyrénées,Aragnouet,5,5,Oui,Oui,Oui,Bas flancs,point de depart vers lac de l oule ou lac d oredon
Details,refuge du pla de la lau,Refuge gardé toute l'année,Ariège,Bordes-Uchentein,8,8,Oui,Oui,Oui,,gr10 valier barlonguere
Details,refuge onf de l etang de bethmale,Refuge gardé toute l'année,Ariège,Bethmale,0,0,,,,,gr10
Details,cabane de en sur,Cabane férmée,Ariège,Orgeix,0,0,,,,,pic cimet
Details,cabane forestiere de gesties,Cabane ouverte,Ariège,Gestiès,10,10,Oui,Oui,15min,couchage à l'étage,
Details,cabane de l aoubere,Cabane ouverte,Haute-Pyrénées,Ancizan,4,4,Oui,,Oui,1 lit avec matelas,pic de coste oueillere
Details,abri de etang tort,Cabane ouverte mais ocupée par le berger l'été,Ariège,Orlu,0,4,,non,non,4,pics homme et canras
Details,bordes d harpea,Cabane férmée,Pyrénées-Atlantique,Estérençuby,,,,,,,
Details,cayolar de harpia,Cabane ouverte,Pyrénées-Atlantique,Larrau,8,8,Oui,Oui,Oui,,
Details,baraquements de gnioure,Cabane ouverte,Ariège,Siguer,6,6,Oui,Oui,Oui,"Gran bat-flanc avec matelas, p",etang gnioure fourcat pics bourbonne font blanca tristagne
Details,cabane de hourques,Cabane férmée,Haute-Pyrénées,Arras-en-Lavedan,?,?,Non,Non,,,pic du cabaliros
Details,cabane de cinquet debat,Cabane férmée,Haute-Pyrénées,Cauterets,?,?,,,,,pic de monne
Details,cabane de lacarrats,Cabane férmée,Haute-Pyrénées,Cauterets,?,?,,Non,,,
Details,cabane des estanils,Cabane ouverte,Ariège,Miglos,4,4,Oui,Oui,Oui,bat-flanc bois 2 personnes (+2,hiver rocher de miglos pic de beze
Details,cabane de mazouaous mount agut,Cabane ouverte mais ocupée par le berger l'été,Haute-Pyrénées,Betpouey,0,2,oui,Non,Oui,2,mount agut
Details,chalet pastoral du prat baillat,Cabane ouverte,Ariège,Quérigut,10,10,oui,oui,oui,,
Details,refuge de pradioux,Cabane ouverte,Haute-Garonne,Urau,6,3,Poêle à bois,,A la source distante de 100 m,3 sur matelas,
Details,cabane des ludines,Cabane ouverte,Ariège,Aston,6,6,Oui,Oui,Oui,bas flancs,unarde beze pas du chien massayre
Details,cabane col de joux,Cabane ouverte,Ariège,Ax-les-Thermes,8,3 maxi (partie chauffée),Oui,Oui,Oui,,llata et cap du carbone
Details,cabane de scaraouettes,Cabane ouverte,Haute-Garonne,Mayrègne,2,2,Oui,Oui,Oui,1,sommet d antenac
Details,cabane de la plagne,Cabane férmée,Haute-Garonne,Mayrègne,,,,,,,
Details,cabane de coureyette,Cabane ouverte,Pyrénées-Atlantique,Osse-en-Aspe,2-3,2-3,,,,,layens
Details,cabane de lourdes,Cabane ouverte,Haute-Pyrénées,Gavarnie-Gèdre,6,6,,,Oui,bat-flanc métallique pour 4,breche du tapou
Details,toue casterie,"Orri, Toue, abri en pierre",Haute-Pyrénées,Arrens-Marsous,4,4,,,,,
Details,corral d a rabosera,Cabane ouverte,Aragon,Las Pe,,,Oui,,,Non,
Details,refuge de campana de cloutou,"Refuge gardé l'été, partie hivernal",Haute-Pyrénées,Bagnères-de-Bigorre,36,12,Oui,,Oui,Bas flancs,pic cettiou pic portarras pic bastan
Details,cabane du faig,Cabane ouverte,Pyrénées-Orientales,Corsavy,,,Foyer ouvert,,Torrent à proximité,terre battue,
Details,cabane de marti peyras,Cabane ouverte mais ocupée par le berger l'été,Pyrénées-Atlantique,Asson,6,6,,Oui,,,soum de moullesoum de la genie braque
Details,cabane subera,Cabane ouverte,Ariège,Seix,10,10,Oui,Oui,Oui mais le robinet à l'intéri,6 lits superposés + 1 bat-flan,pic lasirouge gr10 chemin de la liberte
Details,cabana anes cruzes agnes cruces,Cabane ouverte mais ocupée par le berger l'été,Aragon,Gista,4,4,Oui,non,Oui,1 lit avec matelas + 3 places,hrp gr11 punta del sabre schrader
Details,cabane de cot dessus,Cabane ouverte,Haute-Pyrénées,Asque,11,11,Oui,Oui,,Couchage sur matelas au total,casque de lheris
Details,auberge du lac d oo,Refuge gardé toute l'année,Haute-Garonne,Oô,25,0,,,,,
Details,cabane de mouscadou,Cabane ouverte,Ariège,Perles-et-Castelet,4,4,Oui,Oui,Oui,Bas flancs,tour des montagnes d ax
Details,cabane de cortia ou de dela cazau,Cabane ouverte,Catalonia,Vielha e Mijaran,6,6,Oui,A proximité,?,Pas de matelas,montpius tuc d auba
Details,cabane de montpius ou de dela de gausac,Cabane ouverte,Catalonia,Vielha e Mijaran,6,6,oui,A proximité,Ruisseau proche,Au sol,montpius tuc de mieidia
Details,refude de sant guillem,"Refuge gardé l'été, partie hivernal",Pyrénées-Orientales,Le Tech,30 + 10,10,,,,,grp tour du canigou
Details,refuge de veirat,Cabane ouverte,Pyrénées-Orientales,Angoustrine-Villeneuve-des-Escaldes,4+8/10,4+8/10,Oui,Oui,Oui,2 sommiers métalliques sur 2 n,desert et ras du carlit coll roig
Details,cabane de auzut,Cabane ouverte,Ariège,Couflens,8,8,,,,2 larges bas flancs,pas des porcs
Details,barraca de la jaca,Cabane férmée,Catalonia,G,8,8,Oui,Oui,,,montagne
Details,cabane sorgeat sarret ex apailladou,Cabane ouverte,Ariège,Sorgeat,0,0,,,,,roc quercourt gr107
Details,cabane pastorale d arreau areou,Cabane férmée,Ariège,Seix,0,0,,,,,port d aula gr10 pic cour vic pic montaud
Details,refuge forestier d arreau ou areou,Cabane ouverte,Ariège,Seix,0,0,,,,,gr10 port d aula cour vic pic montaud
Details,cabane d aula,Cabane ouverte,Ariège,Seix,12,12,Oui,Oui,Oui,6 lits en bas et 6 matelas en,ascension du mont valier par le col de peyre blanc par beau temps sentier majestueux et nettement plus sportif que celui partant du refuge des estagnous guere entretenu il est cependant devenu bien peu visible malgre son balisage un trait rouge
Details,cabane de sarnes ou crabioules,Cabane ouverte,Haute-Garonne,Cazeaux-de-Larboust,15/16,15/16,,,Oui,Bas flancs,le tour du cirque des crabioulesle lezat par son arete nord est
Details,refuge de liat,Cabane ouverte,Catalonia,Vielha e Mijaran,8,8,,,,4 lits métalliques en bas avec,gr211 tuc des armeros pics de serre haute
Details,cabane pla d en corbill,Cabane ouverte,Pyrénées-Orientales,Enveitg,env. 5-6,env. 5-6,Oui,Oui,Oui,oui (en pierre) 10-12 m2,triangle col de l home mort pas de maura sola del caballer sites archeo
Details,refuge de l orry de baix,Cabane ouverte,Pyrénées-Orientales,Eyne,2,2,Oui,Oui,Oui,,col de nuria nou fonts
Details,refuge mataro,Cabane ouverte,Catalonia,Alt,9,9,,,,,
Details,cabane de l estany de comassa,Ruine,Pyrénées-Orientales,Angoustrine-Villeneuve-des-Escaldes,0,0,,,,,
Details,refuge jeandel,Refuge gardé toute l'année,Pyrénées-Atlantique,Arette,19,19,Oui,,,,pic d annie
Details,refuge laberouat,Refuge gardé toute l'année,Pyrénées-Atlantique,Lescun,14,14,,,Oui,,hrp
Details,refugio de gabardito,Refuge gardé toute l'année,Aragon,Valle de Hecho,45,0,,,Oui,,aguerri bisaurin secus la senda de camille gr11 1
Details,refuge d arlet,"Refuge gardé l'été, partie hivernal",Pyrénées-Atlantique,Borce,43,10,,,,matelas et couvertures,pic d arlet
Details,refuge de pombie,"Refuge gardé l'été, partie hivernal",Pyrénées-Atlantique,Laruns,45,15,,,Oui,Bas flancs,pic de peyreget tour de l ossau
Details,chalet refuge caf de gourette,Refuge gardé toute l'année,Pyrénées-Atlantique,Eaux-Bonnes,32,32,,,,,gr10
Details,refuge de migouelou,"Refuge gardé l'été, partie hivernal",Haute-Pyrénées,Arrens-Marsous,35,8,,,Oui,,
Details,refuge de ilheou raymond ritter,"Refuge gardé l'été, partie hivernal",Haute-Pyrénées,Cauterets,22,0,Oui,,Oui,,grand barbatpic de netscol de la haougade
Details,refuge wallon marcadau,"Refuge gardé l'été, partie hivernal",Haute-Pyrénées,Cauterets,113,14,,,,,la grande fache le cambales port du marcadau et acces a panticossa
Details,cabane eychelle,Cabane ouverte mais ocupée par le berger l'été,Ariège,Bethmale,3-4,3,Oui,,Oui,Bas flancs + etage,tour du col de la core col crouzette
Details,refuge d ayous,"Refuge gardé l'été, partie hivernal",Pyrénées-Atlantique,Laruns,47,14,,,Oui,,pic des moines
Details,cabane d aumede,Cabane férmée,Haute-Pyrénées,Estaing,?,?,Non,Non,Oui,,
Details,cabane d aurios ou de la touette,Cabane ouverte,Haute-Pyrénées,Arcizans-Avant,4,4,,,,non,cabaliros
Details,cabana de baque,Cabane ouverte,Aragon,Plan,,0,,,,,
Details,cabane de saleras,Cabane ouverte,Aragon,A,8,8,Oui,Oui,Oui,Sol en béton. Lit pour deux personnes,pic d aspe
Details,cabane cortal de batoua,Cabane ouverte,Haute-Pyrénées,Saint-Lary-Soulan,2 + 2x2 serré,2 + 2x2 serré,Oui,Oui,Oui,oui (2 places lit superposé + 2x2 places sur planches dans pièce close à l'arrière),batoua par couloir nord
Details,cabane cortail de peguere,Cabane ouverte,Haute-Pyrénées,Saint-Lary-Soulan,4,4,Oui mais foyer trop bas,oui,,oui,lustou tour du vallon du batoua
Details,cabane de besali,Cabane ouverte,Andorre,Ordino,6,6,Oui,Oui,Oui,Oui,pic de besali boucle vallee de rialb
Details,cabane du col d aspin,Cabane ouverte,Haute-Pyrénées,Aspin-Aure,0,0,,,,,plo del naou depuis payolle
Details,orri d en corbill,"Orri, Toue, abri en pierre",Pyrénées-Orientales,Enveitg,"5/6 (est+ouest),",0,Oui,Oui,Oui,"0 (ouest), 5/6 (est : roche)",montagne d enveitg coll roig
Details,cabanes de la sietaou,Ruine,Haute-Pyrénées,Beaudéan,,,,,,,
Details,refugio d aguas,Ruine,Aragon,Valle de Hecho,0,0,,,,,penaforca
Details,refugio de belagua,Refuge gardé toute l'année,Navarre,Isaba/Izaba,56,56,,,,7 chambres de 8 lits superposés,pic lakhora 1h30 lapazarra 4hlakartxela 4h col insole lescun ref l aberouat 8h
Details,cabana de linza,Cabane ouverte,Aragon,Ans,1 (4 en haut),1,Oui,Non,,lit avec matelas 1 place,collada de linza
Details,cabana sobrante de linza,Cabane ouverte,Aragon,Ans,4,4,Oui,Oui,,,collada de linza
Details,cabana dels rasos,Cabane ouverte,Catalonia,Llavors,8,8,Oui,Oui,Oui,Lits superposés avec matelas,cap de campmaior pic de l aliga piflorit
Details,refugi de quatrepins,Cabane ouverte,Catalonia,Espot,4,4,,,,4,
Details,cabana cotatuero,Cabane ouverte,Aragon,Torla-Ordesa,,,,,,,
Details,refuge de siscaro,Cabane ouverte,Andorre,Canillo,15,15,Oui,Oui,Oui,8-9 m sur 2 niveaux (libre),pic de la cabaneta 2818
Details,cabane de sisca,Cabane ouverte,Ariège,L'Hospitalet-près-l'Andorre,4,4,,,,,bel endroit malgre les 2 tonneaux rouilles remplis de bouteilles vide une nuit tres sympa pense surtout a recuperer du bois en debut de rando
Details,cabane de la unarde,Cabane férmée,Ariège,Gestiès,0,0,,,,,
Details,cabane du port d orle refuge pons,Cabane ouverte,Ariège,Bonac-Irazein,8,8,,,Oui,,
Details,cap de pount,Cabane ouverte mais ocupée par le berger l'été,Pyrénées-Atlantique,Laruns,0. Cabane pour le berger,6,Oui,Oui,Non.,Bas flancs en mezzanine,tour de l ossau
Details,refuge de l orri de riberola,Cabane ouverte,Pyrénées-Orientales,Fontpédrouse,8,8,Oui,Oui,Oui,bas flancs avec matelas. 2 x 4,pic redoun gorges de la caranca en circuit pic des nounfouts coll de nou founts gr10
Details,refuge de colomina,"Refuge gardé l'été, partie hivernal",Catalonia,la Torre de Cabdella,40,0,,,,,pic de manera
Details,refugio de pescadores,Cabane ouverte,Aragon,Arag,,,sí,,,,
Details,cabane de montareing,Cabane férmée,Ariège,Couflens,0,0,,,,,pic de montareing cap de ruhos
Details,cabane de bassia sailla,Ruine,Haute-Pyrénées,Azet,,,,,,,pic de thou
Details,cabane de hitte longue,Cabane ouverte,Haute-Pyrénées,Saint-Lary-Soulan,4,4,,Oui,non,oui,lacs consaterre pic thou
Details,refuge de pla guillem,Cabane ouverte,Pyrénées-Orientales,Py,20,20,Oui,Oui,,"En bois, sur 2 étages",tour du canigou
Details,cabane de bouleste,Cabane ouverte,Haute-Pyrénées,Arrens-Marsous,4,4,Oui,,Oui,Bas flancs en béton couvert de bois,pic sanctus
Details,refuge de font viva,Ruine,Pyrénées-Orientales,Porté-Puymorens,0,0,,Oui,Oui,,pic de font viva lanoux pic carlit
Details,cap det courtaou,Cabane ouverte,Haute-Pyrénées,Campan,4,4,oui,petit stock,source en amont,bat-flanc sans matelas,pene lounque et cap de la taoula soum de hailla pic de ballonque montagnette
Details,cabane de mauvesi,Cabane ouverte,Haute-Pyrénées,Arrens-Marsous,1 à 2,1 à 2,oui,à apporter,oui,2 matelas,pic midi d arrens
Details,cabane barrage du tech,Cabane ouverte,Haute-Pyrénées,Arrens-Marsous,3,3,Oui,Oui,oui,Bats flancs,
Details,cabane des esclozes,Cabane ouverte,Haute-Pyrénées,Campan,10,10,Oui,Oui,Oui,"lits, sol",pla de las penes lac de montarrouy
Details,refuge coma de vaca manelic,"Refuge gardé l'été, partie hivernal",Catalonia,Queralbs,42,10,,,,,gra de fajol 2 708 m l infern 2 860 m bastiments 2 881 m
Details,cabane des pradettes,Cabane ouverte,Ariège,Aston,3,3,Oui,Oui,Oui,3 matelas : deux sur le bat-fl,pic de riet
Details,cabane du campalou,Cabane férmée,Ariège,Perles-et-Castelet,0,3,Poêle,Non,,3,
Details,cabane rieufort de gascous,Cabane ouverte,Ariège,Aston,4,4,Oui,,Oui,Bas flancs 4 places avec matelas,etang de mille roques pics du pas du chien du pas du bouc et de la sabine
Details,cabane de sant baldiri,Cabane ouverte,Catalonia,el Port de la Selva,,,,,,,
Details,orri de la font de jordana,"Orri, Toue, abri en pierre",Catalonia,Rab,2,2,,,,sol carrelé,
Details,refuge coll de banyuls,Cabane ouverte,Catalonia,Rab,12,12,Oui,,non,4 bas-flancs dans deux pièces,crete des alberes
Details,maison des ingenieurs du lanoux,Cabane ouverte,Pyrénées-Orientales,Angoustrine-Villeneuve-des-Escaldes,12,12,,,Oui,lits métalliques,gr7 hrp carlit pedros
Details,le chalet de l albere coll de l ullat,Refuge gardé toute l'année,Pyrénées-Orientales,L'Albère,,,oui,,,,hrp gr10 puig neulos
Details,refugi bassegoda,Refuge gardé toute l'année,Catalonia,Albany,40,40,Oui,Oui,Oui,"cuina, habitacions",bassegoda
Details,cabane de talaixa cal ferrer,Cabane ouverte,Catalonia,Montagut i Oix,6,6,non,,oui,1 lit superposé + sol,gr11
Details,abri d hortmoier,Cabane ouverte,Catalonia,Montagut i Oix,10,10,non,,oui,sol,gr11
Details,refugi costabona,Cabane ouverte,Catalonia,Setcases,18,18,non,non,Oui,"matelas, bas-flancs sur 3 nive",costabonne roc colom
Details,orris jaca roja,"Orri, Toue, abri en pierre",Catalonia,Queralbs,,,,,,,nuria coma de vaca gr 11 7 cami dels enginyers
Details,refuge de la feixa,Refuge gardé toute l'année,Catalonia,Ger,12,12,Oui,Oui,Oui,en bois,puig pedros campcardos malniu
Details,cabana dels esparvers,Cabane ouverte,Catalonia,Lles de Cerdanya,2,2,non,Oui,Oui,Planches en bois,port de vallcivera vall de la llosa
Details,cabane estanyol de tarteres,Cabane ouverte,Catalonia,Meranges,2,,non,oui,,SOL,gr11
Details,cabana dels estanys,Cabane ouverte,Andorre,Escaldes-Engordany,,,oui,,,,
Details,cabane vall del riu,Cabane ouverte,Andorre,Canillo,10,10,Oui,,,,pic estanyo 2915m pic de la serrera 2912m
Details,cabane du col de couradabat,Cabane ouverte,Haute-Pyrénées,Esparros,0,0,,,,non,croix de lenfant
Details,courtaou du teilhet,Cabane ouverte,Haute-Pyrénées,Campan,3,3,Oui,Oui,,couchage pour 3 ou 4 en mezzanine,casque du lheris
Details,salle des fetes de siguer,Cabane ouverte,Ariège,Siguer,6,6,,,Oui,,pic du midi de siguer port de siguer
Details,cabane de puzo,Cabane ouverte,Aragon,Plan,4,4,Oui,Oui,,non,collado de sahun refuge d armena pena de la dies
Details,cabane cap de salieres villa,Cabane ouverte,Haute-Garonne,Antignac,5,5,Oui,Oui,,4 matelas / 6 places,pic d antenac
Details,cabane du lac de lagues,Cabane ouverte,Haute-Pyrénées,Sazos,4,4,Poële,Peu de bois à proximité,Oui,Bas-flanc en bois 4-5 places,ardiden
Details,cabane de la hosse payolle,Cabane férmée,Haute-Pyrénées,Arreau,,,,,Oui,,plo de naou lac d arrou plagnot de soubirou
Details,courtaou de pla,Cabane ouverte,Haute-Pyrénées,Campan,0,0,non,,eau,,pene lise
Details,mailhs,Cabane férmée,Haute-Pyrénées,Ancizan,,,,,eau,,
Details,cabane de coma joan,Cabane ouverte,Pyrénées-Orientales,Angoustrine-Villeneuve-des-Escaldes,10,10,Oui,Oui,,0,pic oriental et occidental du col rouge carlit
Details,cabane de hautacam,Cabane ouverte,Haute-Pyrénées,Gazost,10,10,Oui,Oui,,planches en bois (10 places en,pic de hautacam
Details,coutaou de sarrede,Cabane ouverte,Haute-Pyrénées,Campan,,,non,non,eau,non,la beque
Details,refuge d aygues cluses,"Refuge gardé l'été, partie hivernal",Haute-Pyrénées,Barèges,35,35,non,,oui,,
Details,narbios,Cabane férmée,Haute-Pyrénées,Beaudéan,,,,,Eau,,
Details,refuge d oredon,Refuge gardé toute l'année,Haute-Pyrénées,Aragnouet,18,20,Oui,,,Dortoir,
Details,cabana de moredo,Cabane ouverte,Catalonia,Naut Aran,4 (6),4 (6),Oui,peu,?,2,tuc dera pincela
