URL,Nom,Type,Departement,Ville,Cap été,Cap hiver,Cheminée,Bois,Eau,Couchage,Rando
Details,refuge de lizara,"Refuge gardé l'été, partie hivernal",Aragon,Arag,75,75,,,,,bisaurin secus lac d estaens la senda de camille
Details,orri de malcaras,"Orri, Toue, abri en pierre",Ariège,Auzat,0,0,,,,,
Details,cabanes da naouo,Ruine,Haute-Pyrénées,Beaudéan,,,,,,,
Details,refuge des agols,Cabane ouverte,Andorre,Encamp,6,6,Oui,Oui,Oui,,pic del pla de l agols
Details,cabane pouylanes,Cabane ouverte,Catalonia,es B,0,0,,,,,
Details,cabane de lapassa ronglet col iseye,Cabane ouverte mais ocupée par le berger l'été,Pyrénées-Atlantique,Accous,6,6,,,,Place pour 4 sur la mezzanine,couloirs du pic ronglet col d iseye permayou embarere
Details,cabane de annes anes,Cabane ouverte,Pyrénées-Atlantique,Lescun,0,2,,,,,pic lariste
Details,cabane arnousse,Cabane ouverte mais ocupée par le berger l'été,Pyrénées-Atlantique,Urdos,0,0,,,Oui,,pic d arnousse
Details,cabane borde de passette,Cabane férmée,Pyrénées-Atlantique,Etsaut,0,0,,,,,
Details,refuge d arrioutort,Cabane ouverte,Pyrénées-Atlantique,Laruns,25,25,Oui,,Oui,,pic lasneresmontagnon d iseye
Details,cabane d aule,Cabane ouverte mais ocupée par le berger l'été,Pyrénées-Atlantique,Laruns,0,0,Oui,,,Bas flancs,
Details,cabane de couylaret,Cabane ouverte,Pyrénées-Atlantique,Borce,4,4,,,,,pic du baralet
Details,cabane grosse,Cabane férmée,Pyrénées-Atlantique,Borce,0,4,Oui,Oui,Oui,,col de couecq pic d arri
Details,refuge angel orus forcau,Cabane ouverte,Aragon,Sah,55,0,,Oui,Oui,,pic posets
Details,refuge de broate,Cabane ouverte,Catalonia,Lladorre,9,9,,,,,pic du port de sullo 3073m
Details,caseta forestal dels pollineres,Cabane férmée,Catalonia,Lles de Cerdanya,2,0,,,,non,estanys de la pera monturull pic de perafita pic des estanyons
Details,cabane de campilles,Cabane ouverte,Catalonia,Toses,4,4,,,,,
Details,cabane de castillou,Cabane ouverte,Pyrénées-Atlantique,Arudy,,3,,,,,soum de counee
Details,refuge centraleta,Refuge gardé toute l'année,Catalonia,la Vall de Bo,0,20,,,,,
Details,cabanes du col de beyrede,Cabane ouverte,Haute-Pyrénées,Beyrède-Jumet,8,8,Oui,Oui,Oui,6,
Details,cabane de artigue de sesques,Cabane ouverte mais ocupée par le berger l'été,Pyrénées-Atlantique,Laruns,0,0,Oui,Oui,Oui,oui,pic de sesques
Details,refuge de prat cabrera,Cabane ouverte mais ocupée par le berger l'été,Pyrénées-Orientales,Estoher,0,8,Oui,Oui,,,
Details,cabane de artats,Cabane ouverte,Ariège,Gourbit,4,4,Oui,Oui,Oui,pas de bas flancs,pic de bassibie pla de madame
Details,refugi del pla gran,Cabane ouverte mais ocupée par le berger l'été,Catalonia,Ur,0,10,,,,,
Details,cabane d ansabere,Cabane ouverte mais ocupée par le berger l'été,Pyrénées-Atlantique,Lescun,0,10,,Oui,Oui,Etage,lac d ansabere
Details,cabane de la basse,Cabane ouverte,Pyrénées-Orientales,Fontpédrouse,2,0,,,,,
Details,cabane de rouzet,Cabane ouverte,Pyrénées-Orientales,Angoustrine-Villeneuve-des-Escaldes,4,4,Oui,,Oui,Non,gr10 tour du carlit pic grava
Details,cabanes de gazies,Cabane ouverte mais ocupée par le berger l'été,Pyrénées-Atlantique,Laruns,4,4,,,,,
Details,refuge des oulettes de gaube,"Refuge gardé l'été, partie hivernal",Haute-Pyrénées,Cauterets,95,30,,,Oui,,gr 10 haute route des pyrenees liaison vers bayssellance
Details,abri forestier de juzet d izaut,Cabane ouverte,Haute-Garonne,Juzet-d'Izaut,4,4,,,,,
Details,abri de port bielh,Cabane ouverte,Haute-Pyrénées,Vielle-Aure,3,3,,Oui,Oui,,le tour de la reserve du neouvielle
Details,refuge de la plana del turbon,Cabane ouverte,Aragon,Valle de Bardaj,15,15,Oui,,Oui,bat-flancs,
Details,refuge oller,Cabane ouverte,Pyrénées-Orientales,Puyvalador,2,2,,,,,
Details,cabane d ascou,Cabane ouverte,Ariège,Ascou,0,0,,,,,
Details,cabane de sarroua,Cabane ouverte mais ocupée par le berger l'été,Haute-Pyrénées,Campan,2,2,Oui,Oui,Oui,2 lits avec couverture,pla de las penes lac de montarrouy
Details,cabane de pebre,Ruine,Ariège,Auzat,,,,,,,
Details,cabane de sargun,Ruine,Pyrénées-Atlantique,Cette-Eygun,,,,,,,
Details,cabane d escurets,Cabane ouverte mais ocupée par le berger l'été,Pyrénées-Atlantique,Accous,2,2,,,,,ronglet permayou embarere
Details,refuge du fourcat,"Refuge gardé l'été, partie hivernal",Ariège,Auzat,45,15,Oui,,Oui,,pic tristagne fourcat tour du malcaras en passant par le pic de l etang fourcat
Details,orri des legunes,"Orri, Toue, abri en pierre",Ariège,Auzat,3,3,,,,,
Details,cabane du lisey,Cabane ouverte,Haute-Pyrénées,Cauterets,3,3,Oui,Oui,Oui,"couchage 3-4, bat-flanc, matel",
Details,cabane de peyralade,Cabane ouverte,Ariège,Bordes-Uchentein,3,3,Oui,,Oui,,pic du barlonguere etang long etant rond tuc du portillo
Details,cabane de saribarolles,Cabane ouverte,Haute-Garonne,Marignac,14,14,Oui,,,non mais un grand plancher à l,pic burat grp tour du cagire burat
Details,cabane de peyre,Ruine,Ariège,Auzat,0,0,,,,,
Details,cabane de pedaing,Ruine,Pyrénées-Atlantique,Cette-Eygun,,,,,,,
Details,refuge brougnic,Cabane ouverte mais ocupée par le berger l'été,Ariège,L'Hospitalet-près-l'Andorre,4/5 (+2/3),4/5 (+2/3),Oui,,Oui,2 (bois),etangs pedourres sisca couart
Details,cabane de guran,Cabane ouverte,Haute-Garonne,Guran,3,3,,,,,
Details,cabane de gerus,Cabane ouverte,Haute-Garonne,Melles,2,2,,,,,plan des sederes pic de pale bidautuc de senevies
Details,abri madres,"Orri, Toue, abri en pierre",Pyrénées-Orientales,Réal,0,0,,,,,
Details,cabane de arna,Ruine,Pyrénées-Atlantique,Cette-Eygun,,,,,,,
Details,cabane areng,Cabane ouverte mais ocupée par le berger l'été,Haute-Pyrénées,Ferrère,4 à 5,4 à 5,Oui,Oui,Oui,,couloirs de neige de la montagne d areng montagne d areng en boucle par les cretes
Details,refuge du besiberri le nouveau,Cabane ouverte,Catalonia,Vilaller,9,9,,,Oui,lits superposés,besiberri nord et sudcomaloforno
Details,cabane deth cap de bosc,Cabane ouverte,Catalonia,Boss,4,4,,,,,
Details,cabane pastorale de alemany,Cabane ouverte mais ocupée par le berger l'été,Pyrénées-Orientales,Mantet,0,0,,,,,
Details,orri d engescles,"Orri, Toue, abri en pierre",Ariège,Auzat,4,,,,,,pic du far
Details,cabane montmedan,Cabane ouverte,Haute-Garonne,Gouaux-de-Larboust,0,0,,,,,
Details,cabane christau du haut,Cabane ouverte,Haute-Pyrénées,Cazaux-Fréchet-Anéran-Camors,0,0,,,,,
Details,cabane de bergueres milieu,Cabane ouverte,Haute-Garonne,Oô,1,1,,,,1 avec sommier,boucle oo oo par le point de vue st julien
Details,refuge col de mente,Cabane férmée,Haute-Garonne,Boutx,0,0,,,,,
Details,cabane du turon d ars,Cabane ouverte,Ariège,Aulus-les-Bains,4,4,Oui,,Oui,,pic de turguilla
Details,cabane de er,Cabane ouverte,Pyrénées-Atlantique,Laruns,,,,,,,
Details,grotte bellevue,"Orri, Toue, abri en pierre",Haute-Pyrénées,Gavarnie-Gèdre,10,0,,,,,le vignemale
Details,cabane du col de la terme,Cabane ouverte mais ocupée par le berger l'été,Ariège,Saint-Lary,4,4,Oui,,Oui,non mais 2 grands lits superpo,tour de la calebasse grp tour du cagire burat et hors gr10 30 minutes depuis la cabane d uls
Details,orri de saleix,"Orri, Toue, abri en pierre",Ariège,Auzat,2,,,,,2,port de saleix
Details,abri de la breche de roland,"Orri, Toue, abri en pierre",Haute-Pyrénées,Gavarnie-Gèdre,2,2,,,,,
Details,refuge de coma obaga,Cabane ouverte,Andorre,Ordino,6,6,Oui,,,,
Details,refuge de l oule,Refuge gardé toute l'année,Haute-Pyrénées,Aragnouet,34,34,,,,"lits-superposés,",lacs du neouvielle bastan relie a la station de ski de st lary l hiver par telesiege
Details,cabane de lusque,Ruine,Pyrénées-Atlantique,Laruns,,,,,,,
Details,refuge de balatg,Cabane ouverte,Pyrénées-Orientales,Taurinya,20,20,Oui,Oui,Oui,,la trobada mi juin j y est passer 6 jours avec ma familles tous les alentours sont d une beaute exceptionnelle
Details,cabane de l etang d araing,Cabane ouverte,Ariège,Sentein,10,10,Oui,,Oui,Plancher en étage pour dormir,tour en vtt eylie bentaillou araing frechendech gr10 pic har crabere serre haute
Details,abri d ardane gagnekoa,Cabane ouverte,Pyrénées-Atlantique,Larrau,12,12,Oui,Oui,Oui,Bas flancs,gorges d holzarte otchogorigagna
Details,cabane forestiere du far,Cabane ouverte,Ariège,Auzat,4,4,,Oui,,,etang de bassies pic du far
Details,cabane du cap de la serre,Cabane ouverte,Ariège,Seix,0,0,,,,,n existe plus
Details,refuge du balaitous ledormeur,Cabane ouverte,Haute-Pyrénées,Arrens-Marsous,12,12,Oui,,Oui,bat-flanc + matelas,
Details,cabane de liet,Cabane ouverte,Pyrénées-Atlantique,Accous,2,2,,,,,permayou
Details,refuge du baillat,Cabane ouverte,Ariège,Savignac-les-Ormeaux,1,1,,,,1,
Details,cabane d illau,Cabane ouverte mais ocupée par le berger l'été,Ariège,Sentein,6,6,Oui,Oui,Oui,Lits en bois RDC + plancher so,tour en vtt eylie bentaillou araing frechendech pas trop loin du gr10
Details,refuge du bastan,"Refuge gardé l'été, partie hivernal",Haute-Pyrénées,Vielle-Aure,20,12,Oui,Oui,Oui,Bas flancs,pic de bastan du portaras de pichaley gr10
Details,cabane d antenac superieur,Cabane ouverte,Haute-Garonne,Cier-de-Luchon,1,1,,,,en planche,pic d antenac
Details,cabane couscouilla,Cabane ouverte,Pyrénées-Atlantique,Castet,8,8,Oui,Oui,Oui,,pic de durban soum de quiala
Details,lavoir de saleix,Cabane ouverte,Ariège,Auzat,,,,,,,etang de bassies pic du far
Details,cabane aygues cluses,Cabane ouverte,Haute-Pyrénées,Barèges,6,6,Oui,Oui,Oui,Bas flancs,circuit par les cols de madamete et d hourquette d aubert pic d estibere pic de madamettes col de bareges
Details,abri de l estany de les dugues,Cabane ouverte,Pyrénées-Orientales,Angoustrine-Villeneuve-des-Escaldes,4,4,,Oui,Oui,,carlit
Details,refuge du barrage des besines,Cabane ouverte,Ariège,Mérens-les-Vals,5,5,Oui,Oui,Oui,2 Bas flancs pour 4 personnes,pic de lanos etang de moulsut soulea couloume pic d auriol traversee l hospitalet merens
Details,refuge du besiberri l ancien,Cabane ouverte,Catalonia,la Vall de Bo,0,0,,,,,
Details,abri du lac d estany llong,Ruine,Pyrénées-Orientales,Angoustrine-Villeneuve-des-Escaldes,4,4,,Oui,Oui,,carlit
Details,refuge de la tagnarede,Cabane ouverte,Pyrénées-Orientales,Sorède,12,12,Oui,Oui,Oui,Bas flancs 12 personne,les alberes vallee heureuse circuits vtt hrp gr10
Details,cabane de la balmeta,Cabane ouverte,Pyrénées-Orientales,Les Angles,8,8,Oui,Oui,Oui,,les perics lanoux bouillouses et camporells
Details,cabane du col de l araing,Cabane ouverte,Ariège,Balacet,4,4,Oui,Oui,Oui,matelas mousse,le plus beau belvedere du biros surtout en hiver
Details,cabane d arrious,Cabane ouverte,Pyrénées-Atlantique,Laruns,0,0,,,,,le lurien
Details,cabane de fornells,Cabane férmée,Pyrénées-Orientales,Font-Romeu-Odeillo-Via,4,4,Oui,Oui,Oui,,
Details,refuge de la calma,Refuge gardé toute l'année,Pyrénées-Orientales,Font-Romeu-Odeillo-Via,0,0,,,,,
Details,refuge caf des besines,Refuge gardé toute l'année,Ariège,Mérens-les-Vals,56,17,Oui,Oui,Oui,4 chambres de 8. 2 chambres de,pic de lanos etang de moulsut soulea couloume pic d auriol traversee l hospitalet merens
Details,cabane de beze,Cabane ouverte,Ariège,Aston,3,3,Oui,,Oui,bat-flanc avec matelas,pic de baljesou et de beze
Details,cabane det caillau,Cabane ouverte mais ocupée par le berger l'été,Pyrénées-Atlantique,Accous,0,20,Oui,,,"lits, mezzanine",
Details,cabane jaceta,Cabane ouverte,Pyrénées-Orientales,Fontrabiouse,10,10,Oui,Oui,Oui,Bas flancs,porteille d orlu pic de baxouillade mortiers
Details,cabane de la jasse de mourguillou ou etang de comte,Cabane ouverte,Ariège,Mérens-les-Vals,2,2,Oui,Oui,Oui,pour 2,gr10
Details,refuge de la soula,"Refuge gardé l'été, partie hivernal",Haute-Pyrénées,Loudenvielle,60,0,,Oui,Oui,Lit metallique + matelas+ couv,pic shrader pic de l
Details,cabane de barlonguere,Cabane ouverte mais ocupée par le berger l'été,Ariège,Bordes-Uchentein,4,4,Oui,,Oui,Bas flancs + 4 matelas,4 jours depuis la pla de la lau pour rejoindre le valier
Details,orri du pique d endron,"Orri, Toue, abri en pierre",Ariège,Goulier,0,0,,,Oui,,
Details,cabane de port bielh,Cabane férmée,Haute-Pyrénées,Vielle-Aure,0,0,,,,,pics bastan d aygues cluses des 4 termes
Details,orri de prats balaguer,"Orri, Toue, abri en pierre",Pyrénées-Orientales,Fontpédrouse,2,2,,Oui,Oui,,pic redoun gorges de la caranca en circuit pic des nounfouts
Details,cabane du col de caube,Cabane ouverte,Haute-Garonne,Boutx,10,10,Oui,Oui,,Bas flancs,pic du gar pic saillant
Details,cabane des esquers du dessus,Cabane ouverte,Ariège,Savignac-les-Ormeaux,6,6,Oui,Oui,Oui,Bas flancs,
Details,cabane de bassia,Cabane ouverte,Haute-Pyrénées,Arrens-Marsous,6,6,,,Oui,Bas flancs en bois,pic sanctus col d auseilla
Details,cabane d estrets,Cabane ouverte,Ariège,Auzat,0,4,,,,,pic de medecourbe de soucarane etangs de medecourbe de soucarane
Details,cabane du col de l estrade,Cabane ouverte,Ariège,Saint-Lary,8,8,Oui,Oui,,2 LITS SUPERPOSES EN BAS ET 4-,la calabasse le puech le cap de gauch
Details,cabane des esquers du dessous,Cabane ouverte,Ariège,Savignac-les-Ormeaux,3,3,Oui,Oui,Oui,Bas flancs,
Details,cabane de la farga,Cabane ouverte,Andorre,Escaldes-Engordany,6,6,Oui,Oui,,Un grand bat-flanc pour 6 pers,pic portella maiana gr11
Details,refuge de fontverd,Cabane ouverte,Andorre,Escaldes-Engordany,8,8,Oui,Oui,Oui,bat-flancs métaliques pour 8,val madriu pics portella maiana
Details,refuge des freres aymard,Cabane ouverte,Pyrénées-Orientales,Angoustrine-Villeneuve-des-Escaldes,4,4,Oui,Oui,Oui,,pic carlit etangs du carlit
Details,cabane du lustou,Cabane ouverte,Haute-Pyrénées,Saint-Lary-Soulan,0,0,,,,,lustou
Details,cabane de motte,Cabane ouverte,Haute-Pyrénées,Luz-Saint-Sauveur,6,6,Oui,Oui,Oui,couchage pour 6 personnes ( mo,cirque de lis ou eres lits
Details,refuge de la guimbarde,Ruine,Pyrénées-Orientales,Angoustrine-Villeneuve-des-Escaldes,0,0,,,,,lanoux hrp carlit
Details,cabane gerieys,Cabane férmée,Ariège,Lassur,0,0,,Oui,,,descente en vtt de beille a la remise
Details,cabane de perafita,Cabane ouverte,Andorre,Escaldes-Engordany,6,6,Oui,Oui,Oui,bat-flanc métallique pour 6 pe,gr11 torre des soldats pic portella par crete west pd
Details,cabane de la houradade,Cabane ouverte mais ocupée par le berger l'été,Haute-Garonne,Castillon-de-Larboust,0,2,Oui,Oui,Oui,,3000m du lis
Details,refuge de larnoum,Cabane ouverte,Ariège,Aston,2,2,Oui,Oui,Oui,Oui,
Details,cabane icheus,Cabane ouverte,Pyrénées-Atlantique,Lées-Athas,6,6,Oui,Oui,Oui,6,tourelles
Details,cabane d aoube,Cabane ouverte,Haute-Pyrénées,Sers,0,2,,,,,pic du midi pene blanque col doncet col daoube
Details,refuge de prat redoun,Cabane ouverte,Ariège,Savignac-les-Ormeaux,6,6,Oui,,Oui,Bas flancs+matelas,
Details,cabane de sorda,Cabane ouverte,Andorre,Canillo,20,20,Oui,Oui,,"une dizaine, métalliques sur 2",
Details,cabane de turguilla,Cabane ouverte,Ariège,Ustou,4,4,Oui,,Oui,couchettes superposées,pic de turguilla pointe de rabasserent a skier en fin de saison depuis gerac
Details,cabane de aoulhet,Cabane ouverte,Haute-Pyrénées,Saint-Pé-de-Bigorre,4,4,Oui,Oui,Oui,,pic de miqueu soum de la genie braque plateau de l isarce
Details,cabane de freychinede,Cabane ouverte,Ariège,Suc-et-Sentenac,4,4,Oui,Oui,non,Par terre,
Details,cabane du port de saleix,Ruine,Ariège,Auzat,0,0,,,,,
Details,abri de graues,Cabane ouverte,Haute-Garonne,Castillon-de-Larboust,1,0,,,Oui,,refuge du maupas tour des lacs du maupas
Details,cabane d alans,Cabane ouverte,Haute-Pyrénées,Gavarnie-Gèdre,2,2,Oui,,,Non,pics du pimene
Details,cabane col long dayous d en haut,Cabane ouverte,Pyrénées-Atlantique,Laruns,0,0,,,,,
Details,cabane de marvarissa ou de bachebirou,Cabane ouverte,Haute-Pyrénées,Luz-Saint-Sauveur,5,5,Oui,,,,pics bergons letious cumiaderes
Details,cabane edf de savignac ou du ressec,Cabane ouverte,Ariège,Savignac-les-Ormeaux,4,4,Oui,Oui,Oui,Bas flancs,
Details,cabane de aguila,Cabane ouverte,Haute-Pyrénées,Gavarnie-Gèdre,4,4,Oui,,Oui,Bas flancs,col de la sede hourquette heas hrp
Details,cabane de la deveze,Cabane ouverte,Ariège,Brassac,2,2,Oui,Oui,,Négatif,rocher du sarrat de la pelade rocher de fontanet rocher de batail rocher de boulbonne roc croise du cap des coumels du picou le picou sommet de la pyramide du pech de therme col mazel fontaine de la pelade dite de la tasse bois royal de brammal et roquefort col de legrillou pont de bailles
Details,cabane auloueilh,Cabane ouverte,Haute-Pyrénées,Aulon,12,12,,,Oui,bas flancs 2 niveaux pour 10-1,pic portarras prada bastan aulon
Details,cabane de peyreget,Cabane ouverte,Pyrénées-Atlantique,Laruns,0,0,,,Oui,Néant,tour de l ossau
Details,cabane de estom,Cabane ouverte,Haute-Pyrénées,Cauterets,4,4,Oui,Oui,Oui,Béton,pic d estom soubiran lac des oulettes d estom soubiran
Details,courtaou de la lit,Cabane ouverte,Haute-Pyrénées,Bagnères-de-Bigorre,7,7,Oui,Oui,Oui,bas flancs,montaigu
Details,cabane du pont de freychenet,Cabane ouverte,Ariège,Le Bosc,6,6,Oui,Oui,Oui,non,balade voiture
Details,cabane de la jasse des galis,Cabane ouverte,Ariège,Aston,5,5,,Oui,Oui,Un bat-flanc occupe tout l'esp,halte hivernale vers le refuge du rhule
Details,orri de la coume izourt,"Orri, Toue, abri en pierre",Ariège,Auzat,2,2,,,,,pic de l etang fourcat pic de malcaras
Details,cabane arriousec,Cabane férmée,Haute-Pyrénées,Estaing,0,8,Oui,Oui,Oui,,gr10 barbat
Details,refuge col de l herbe soulette,Cabane ouverte,Ariège,Saint-Lary,5,5,Oui,Oui,Oui,plancher en hauteur pour dormi,pic de la calabasse a 1h30
Details,cabane clot du lac,Cabane ouverte,Ariège,Bonac-Irazein,6,6,Oui,,Oui,oui,gr10 tuc du pourtillou tuc du coucou cap de raspe
Details,cabane sausse dessus,Cabane ouverte,Haute-Pyrénées,Gavarnie-Gèdre,2,2,,,,un vieux sommier et un tres vi,gr10
Details,cabane bladas,Cabane ouverte,Ariège,Ganac,4 sur sol béton,4 sur sol béton,Oui,Oui,Oui,non,bout de touron rocher de batail
Details,cabane clarans,Cabane ouverte,Ariège,Aston,3,3,Oui,Oui,Oui,Bas-flanc 4 personnes,
Details,cabane mine,Cabane férmée,Pyrénées-Orientales,Porté-Puymorens,2,2,,,,Pas de bat-flanc. Un vieux som,pic de la mine hrp
Details,cabane jasse de seys,Cabane ouverte,Ariège,Orlu,4,4,Oui,Oui,Oui,bat-flanc pour 4 personnes,gr7
Details,cabane de sauquet,Cabane ouverte,Pyrénées-Atlantique,Urdos,4,4,Oui,Oui,Oui,bas flancs,soum de lagaube
Details,cabane du marcadau,Cabane ouverte,Haute-Pyrénées,Cauterets,4,4,Oui,Oui,Oui,Bas flancs beton par le passé,pla de gole ref wallon tour des lacs
Details,cabane d arrech,Cabane ouverte mais ocupée par le berger l'été,Ariège,Ustou,2,2,,,Oui,un bat-flanc 2 places avec mat,pic marterat
Details,cabane de ourdies,Cabane ouverte,Haute-Garonne,Gouaux-de-Luchon,4,4,Oui,Oui,Oui,,gr 10 de luchon a fos
Details,cabane d esquierry 1650m,Cabane ouverte,Haute-Garonne,Oô,4,4,,,,non,couret d esquierry
Details,cabane de senard,Cabane ouverte,Ariège,Aston,10,10,Oui,non,,,cutibar 2188m col d aychade 2083m pour rejoindre la cabane des pradettes
Details,cabane de llavasar,Cabane ouverte,Aragon,Plan,6,6,Oui,Oui,,"couchage au sol, en béton",la pena de las once en boucle par la pena de la mediodia au dessus du lac le cotiella par le lac et le vallon d espouy les aiguilles de llavasar le cotiella par les aiguilles de llavasar long mais superbe la ballade au lac on peut aussi monter a llavasar par le gr15 qui part de saravillo tres belle ballade voir meme rallier armena par le colladeta del ibon tres belle traversee
Details,cabane du couret,Cabane ouverte,Haute-Pyrénées,Gazost,4,4,Oui,Oui,Oui,"2 superposés, en branches",pic oussouet et cuq cremail
Details,abri de la jasse de bernardi,Cabane ouverte,Pyrénées-Orientales,Les Angles,3,3,Oui,Oui,,couchettes,le tour du roc d aude en partant des angles attention l itineraire tour du capcir a etait modifie a proximitee du pla del mir
Details,cabane du pla de la vaca morta,Cabane ouverte,Andorre,Canillo,2,2,Oui,Oui,,2 sommiers métalliques (matela,
Details,cabane de spelunguette,Cabane ouverte,Pyrénées-Atlantique,Borce,0,0,,,,,
Details,cabane de l artigues,Cabane ouverte,Ariège,Seix,0,0,,Oui,Oui,plancher sommaire,
Details,refuge d ouscouaou,Cabane ouverte,Haute-Pyrénées,Beaucens,4,4,non,non,non,deux lits superposes,lac bleu depuis hautacam
Details,cabane du ressec du bas,Cabane ouverte,Ariège,Orgeix,0,0,Oui,Oui,Oui,,
Details,refuge d en beys,"Refuge gardé l'été, partie hivernal",Ariège,Orlu,70,16,Oui,,Oui,Bas flancs,porteille d orlu boucle par l etang de naguille pic de l etang faury pic etang faury et le grave ou le tour des perics
Details,refuge du rulhe,"Refuge gardé l'été, partie hivernal",Ariège,Aston,53,10,,,,,gr10 gr pays
Details,cabane de magnabaigt,Cabane ouverte,Pyrénées-Atlantique,Laruns,0,0,,,Oui,,tour de l ossau
Details,refuge de barroude,Ruine,Haute-Pyrénées,Aragnouet,0,0,,,Oui,,pic de troumousse
Details,refuge de la hillette,Cabane ouverte,Ariège,Ustou,8,8,Oui,,Oui,oui,port de couillac
Details,refuge de embalse de ip,Cabane ouverte mais ocupée par le berger l'été,Aragon,Canfranc,6,6,Oui,,Oui,,collarada pala de ip escarra
Details,orri des myrtilles,"Orri, Toue, abri en pierre",Haute-Pyrénées,Aragnouet,2,2,,Oui,Oui,,route des lacs
Details,cabane de carol,Cabane ouverte,Ariège,Auzat,3,3,,,Oui,Bas flancs,mont ceint bassies pic de bizourtouse
Details,cabane de baguergue inferieure,Cabane ouverte,Haute-Garonne,Oô,2,2,,,,A l,boucle oo oo
Details,refuge de mariailles,"Refuge gardé l'été, partie hivernal",Pyrénées-Orientales,Casteil,53,53,Oui,Oui,,Matelas et traversins,pic du canigougr10tour du canigou
Details,refuge de venasque,"Refuge gardé l'été, partie hivernal",Haute-Garonne,Bagnères-de-Luchon,36,12,,,,2*6 personnes,pics sauvegarde montagnette mine aneto boucle port de la picade
Details,cabane de la hille de l etang ars,Cabane ouverte,Ariège,Aulus-les-Bains,8,8,Oui,,Oui,Bas flancs en bois pour 8,vallee d ars
Details,cabane de pinardel etang,Cabane ouverte,Ariège,Gestiès,0,0,,,,,pic du midi de siguier pics de baljesou et de beze
Details,cabane de la jasse de ganyades,Cabane ouverte,Pyrénées-Orientales,Les Angles,10,10,Oui,Oui,non,,
Details,cabane de la flache de roumingau,Cabane férmée,Catalonia,es B,0,6,,,,,pics pouylane entecade escalette
Details,cabane de picou stele,Cabane ouverte,Ariège,Auzat,,,,,,,porta del cel
Details,cabane courraus,Cabane ouverte,Haute-Garonne,Arlos,10,10,Oui,,Oui,,
Details,refuge des cortalets,"Refuge gardé l'été, partie hivernal",Pyrénées-Orientales,Taurinya,105,19,Oui,Oui,Oui,Bas flancs,canigou gr10
Details,cabane de peyregrand,Cabane ouverte,Ariège,Gestiès,4,4,Oui,,Oui,3 personnes acvec matelas +un,pics font blanca pic thoumasset pic bagnels
Details,cabane cortail de prat,Cabane ouverte,Haute-Pyrénées,Aragnouet,4,4,Oui,Oui,,non,
Details,orry des legunes d en bas,"Orri, Toue, abri en pierre",Ariège,Auzat,,,,,,,
Details,refuge de liadura,Cabane ouverte,Pyrénées-Orientales,Formiguères,4,0,,,,Oui,but d une balade a raquettes en partant de formigueres halte entre les angles et le refuge des camporells
Details,cabanon de sebouille,Cabane ouverte,Pyrénées-Atlantique,Castet,2,2,Oui,Oui,Oui,non,pic durban vallon du bayle
Details,cabane de font negra,Cabane férmée,Pyrénées-Orientales,Porta,,,,,,,font freda vallettes
Details,cabane de l ouillat,Cabane ouverte mais ocupée par le berger l'été,Pyrénées-Orientales,Prats-de-Mollo-la-Preste,3,3,Oui,Oui,Oui,Bat-flanc 2 niveaux. Sup fragi,pic costabonne
Details,refuge josep maria blanc,"Refuge gardé l'été, partie hivernal",Catalonia,Espot,60,20,,,,,peguera 2 942 m mainera 2 906 m tuc de saburo 2 908 m
Details,refuge forestier onf de la fontaine de l isard,Refuge gardé toute l'année,Ariège,Antras,2,2,Oui,Oui,Oui,2 lits superposés avec couvert,pic de la calabasse etang d araing gr 10 plus haut vers l etang d araing
Details,cabane de menties,Cabane férmée,Ariège,Rabat-les-Trois-Seigneurs,0,0,,,,,cap de la dosse journalade
Details,chalet forestier de courtal jouan,Cabane ouverte,Ariège,Mérens-les-Vals,0,0,,Oui,,,pic canals
Details,cabane de vallserra,Cabane ouverte mais ocupée par le berger l'été,Pyrénées-Orientales,Les Angles,0,0,,,,,
Details,refuge de sans,Cabane ouverte,Ariège,Sentein,6,6,Oui,Oui,Oui,0,tartereau bentaillou serre haute
Details,refuge de batere,"Refuge gardé l'été, partie hivernal",Pyrénées-Orientales,Corsavy,38,0,,,Oui,,boucle de batere tour du canigou autour de batere pic du canigou pic de l estelle col de la cirere pic de la gallinasse puig del roc negre
Details,cabane d aouet,Cabane ouverte,Haute-Pyrénées,Bagnères-de-Bigorre,4,4,oui,quelques bûches,abreuvoir (eau captée) en contrebas,bat-flanc sur toute la largeur de la cabane,
Details,cabane de touroun,Cabane ouverte,Pyrénées-Atlantique,Osse-en-Aspe,0,2,,,,,layens
Details,cabane d ourrec,Cabane ouverte,Haute-Pyrénées,Beaucens,2,2,non,non,Oui,,lac bleu depuis hautacam
Details,cabane de pene blanque,Cabane ouverte,Haute-Pyrénées,Bagnères-de-Bigorre,2,2,Oui,,,Des Dalles,pic du midi de bigorre
Details,cayolar d olhadubi,Cabane ouverte,Pyrénées-Atlantique,Larrau,4,4,Oui,,Oui,,gr10
Details,refuge arago,Cabane ouverte,Pyrénées-Orientales,Casteil,6,6,Oui,Oui,Oui,Oui,canigou hrp
Details,cabane d usategieta,Cabane ouverte,Navarre,Etxalar,2,2,,,,0,hrp
Details,cabane d ihouerde,Cabane ouverte,Haute-Pyrénées,Gazost,,,,,,,
Details,cabane de coumets,Cabane ouverte mais ocupée par le berger l'été,Haute-Pyrénées,Bagnères-de-Bigorre,0,6,Oui,,Oui,"6 places, sur matelas.",
